x,y,z,r,theta,SPL [dB]
-400.0,-153.0612244897959,191.42857142857144,541.2487297185163,94.3898601584034,48.2034707926422
-400.0,-153.0612244897959,217.14285714285717,543.8216841544676,97.09211085569419,52.647722827613
-400.0,-153.0612244897959,242.8571428571429,547.5913712531335,99.76303909722624,54.13845654255432
-400.0,-153.0612244897959,268.57142857142856,552.5332972453015,102.39182586880992,49.37345168311233
-400.0,-153.0612244897959,294.2857142857143,558.6163515671861,104.96869493928655,52.87261579584651
-400.0,-153.0612244897959,320.0,565.8037300082913,107.48508643635166,52.74424041663185
-400.0,-132.65306122448982,-40.0,565.2098201329106,70.35700805189572,56.69591345576543
-400.0,-132.65306122448982,-14.285714285714285,557.0923951132743,72.84854863043508,53.165443061845174
-400.0,-132.65306122448982,11.42857142857143,550.0583438063672,75.40876433412066,48.16228365411579
-400.0,-132.65306122448982,37.14285714285714,544.1496811251062,78.02991732609259,44.02505601309974
-400.0,-132.65306122448982,62.85714285714286,539.4033910958454,80.70288375411951,50.52118060236867
-400.0,-132.65306122448982,88.57142857142858,535.8503617265106,83.41728019341917,51.85646354227664
-400.0,-132.65306122448982,114.28571428571428,533.5144337117403,86.16166107697767,43.267778193050404
-400.0,-132.65306122448982,140.0,532.4116271971126,88.92378103840234,29.83692361582827
-400.0,-132.65306122448982,165.71428571428572,532.5496029011639,91.69090907881554,39.88863996061535
-400.0,-132.65306122448982,191.42857142857144,533.9273989085871,94.45017540509744,48.96929458929455
-400.0,-132.65306122448982,217.14285714285717,536.535463916397,97.18892777043962,52.86391172096355
-400.0,-132.65306122448982,242.8571428571429,540.3559842865341,99.89507295341112,53.4024453195132
-400.0,-132.65306122448982,268.57142857142856,545.3634792027668,102.55738087511254,45.865402102564715
-400.0,-132.65306122448982,294.2857142857143,551.5256187355361,105.16573340781724,57.30948209486839
-400.0,-132.65306122448982,320.0,558.8042061175606,107.71130630466264,59.03888207982877
-400.0,-112.24489795918367,-40.0,558.9484832377541,70.12775665090815,58.437692222941095
-400.0,-112.24489795918367,-14.285714285714285,550.7387791250524,72.64443756441774,51.97610512931846
-400.0,-112.24489795918367,11.42857142857143,543.6225231997958,75.23211707516606,55.94343746511065
-400.0,-112.24489795918367,37.14285714285714,537.6431359253678,77.88287046346255,49.47166918451138
-400.0,-112.24489795918367,62.85714285714286,532.8388916593892,80.58730946782003,51.75046630443589
-400.0,-112.24489795918367,88.57142857142858,529.2417937970706,83.33471222017114,50.82052744039285
-400.0,-112.24489795918367,114.28571428571428,526.8765672506869,86.11322982648672,46.921822782946165
-400.0,-112.24489795918367,140.0,525.7598376766581,88.91016333770882,18.029908767000663
-400.0,-112.24489795918367,165.71428571428572,525.8995585559053,91.71229709495765,36.39991831148888
-400.0,-112.24489795918367,191.42857142857144,527.2947310986505,94.5062676869154,48.00399837248892
-400.0,-112.24489795918367,217.14285714285717,529.9354396330671,97.27894327468964,52.40748096351869
-400.0,-112.24489795918367,242.8571428571429,533.8031995908021,100.01778670399894,53.339704072588844
-400.0,-112.24489795918367,268.57142857142856,538.8715900724915,102.71117790694814,13.35779921873087
-400.0,-112.24489795918367,294.2857142857143,545.1071218216881,105.34867617524303,58.46776461889693
-400.0,-112.24489795918367,320.0,552.4702769505215,107.9212099727822,55.834806276029944
-400.0,-91.83673469387759,-40.0,553.3693696877533,69.91882475507704,53.63597793754718
-400.0,-91.83673469387759,-14.285714285714285,545.0756417479952,72.45829949216348,59.25783051620829
-400.0,-91.83673469387759,11.42857142857143,537.8844672649955,75.07093197190997,58.43862560273814
-400.0,-91.83673469387759,37.14285714285714,531.8405719785761,77.7486276770402,54.866204973737844
-400.0,-91.83673469387759,62.85714285714286,526.9834312951801,80.48175509167727,49.903796442174446
-400.0,-91.83673469387759,88.57142857142858,523.346088832597,83.25927867736719,50.860072947889606
-400.0,-91.83673469387759,114.28571428571428,520.9540953987242,86.068973969876,47.67185320402252
-400.0,-91.83673469387759,140.0,519.8246428447014,88.89771839757707,28.022911251627814
-400.0,-91.83673469387759,165.71428571428572,519.9659585820322,91.73184292036765,33.164304369622315
